Table_name;ID;Table_type;Table_source;Table_size;Table_status;Table_uses;Table_storage_mode;Usage_sub_level_type;Used_in_name;Used_in_ID;Used_in_object_type;Used_in_table;Used_in_source;Used_in_data_type;Used_in_size;Used_in_status;Used_in_number_of_uses;Used_in_format_string;Has_error;Used_in_display_folder
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Used in artifacts;qtd_vendas;2113;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;7;0;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Used in artifacts;qtd_produtos_vendidos;2117;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;2;0;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Used in artifacts;receita_total;2108;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;22;"""R$""\ #,0.00;-""R$""\ #,0.00;""R$""\ #,0.00";False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Used in calculated tables;produtosOutros;2863;Calculated Table;;canal_v1 (localhost:56780);;18.7 kB;Used;5;;;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Used in calculated tables;TopN;2947;Calculated Table;;canal_v1 (localhost:56780);;448.0 B;Used;6;;;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;d_produtos.Nome_Produto;3091;Column;f_vendas;canal_v1 (localhost:56780);Text;18.7 kB;Used;3;;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;ID_Venda;26;Column;f_vendas;canal_v1 (localhost:56780);Text;18.6 kB;Unused;0;;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;ID_Cliente;29;Column;f_vendas;canal_v1 (localhost:56780);Text;18.1 kB;Used;2;;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;ID_Produto;28;Column;f_vendas;canal_v1 (localhost:56780);Text;18.1 kB;Used;3;;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;ID_Vendedor;30;Column;f_vendas;canal_v1 (localhost:56780);Text;18.1 kB;Used;1;;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;Data;27;Column;f_vendas;canal_v1 (localhost:56780);DateTime;3.3 kB;Used;2;Long Date;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;Valor_Unitario;32;Column;f_vendas;canal_v1 (localhost:56780);Double;600.0 B;Used;1;;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Columns;Quantidade;31;Column;f_vendas;canal_v1 (localhost:56780);Integer;368.0 B;Used;2;0;False;
f_vendas;10;Table;canal_v1 (localhost:56780);95.9 kB;Used 87.5% (7/8);23;Import;Used in Power Query;Power Query reference;;Reference;d_calendario;canal_v1;;;;;;;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Used in artifacts;Mês;738;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Text;18.0 kB;Used;2;;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Used in artifacts;Trimestre;740;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Text;17.4 kB;Used by unused (remove manually);1;;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Used in artifacts;Dia;741;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;2.3 kB;Used;2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Used in artifacts;MonthNo;737;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;2.0 kB;Used;2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Used in artifacts;QuarterNo;739;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;1.5 kB;Used by unused (remove manually);2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Used in artifacts;Ano;736;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;1.5 kB;Used;2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;Date;735;Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);DateTime;29.6 kB;Used;5;General Date;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;Mês;738;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Text;18.0 kB;Used;2;;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;Trimestre;740;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Text;17.4 kB;Used by unused (remove manually);1;;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;Dia;741;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;2.3 kB;Used;2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;MonthNo;737;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;2.0 kB;Used;2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;QuarterNo;739;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;1.5 kB;Used by unused (remove manually);2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Columns;Ano;736;Calculated Column;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);Integer;1.5 kB;Used;2;0;False;
LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;723;Local Date Table;canal_v1 (localhost:56780);72.3 kB;Used;22;Import;Hierarchies;Hierarquia de datas;Hierarquia de datas;Hierarchy;LocalDateTable_b29d074d-15a8-4404-91ac-86d4831a03e8;canal_v1 (localhost:56780);;0 B;Unused (remove manually);0;;N/A;
d_vendedores;19;Table;canal_v1 (localhost:56780);55.7 kB;Used;5;Import;Columns;Nome_Vendedor;41;Column;d_vendedores;canal_v1 (localhost:56780);Text;19.8 kB;Used;3;;False;
d_vendedores;19;Table;canal_v1 (localhost:56780);55.7 kB;Used;5;Import;Columns;ID_Vendedor;40;Column;d_vendedores;canal_v1 (localhost:56780);Text;18.6 kB;Used;1;;False;
d_vendedores;19;Table;canal_v1 (localhost:56780);55.7 kB;Used;5;Import;Columns;Equipe;42;Column;d_vendedores;canal_v1 (localhost:56780);Text;17.4 kB;Used;1;;False;
d_produtos;13;Table;canal_v1 (localhost:56780);55.5 kB;Used;8;Import;Columns;Nome_Produto;34;Column;d_produtos;canal_v1 (localhost:56780);Text;19.5 kB;Used;3;;False;
d_produtos;13;Table;canal_v1 (localhost:56780);55.5 kB;Used;8;Import;Columns;ID_Produto;33;Column;d_produtos;canal_v1 (localhost:56780);Text;18.6 kB;Used;2;;False;
d_produtos;13;Table;canal_v1 (localhost:56780);55.5 kB;Used;8;Import;Columns;Categoria;35;Column;d_produtos;canal_v1 (localhost:56780);Text;17.4 kB;Used;2;;False;
d_produtos;13;Table;canal_v1 (localhost:56780);55.5 kB;Used;8;Import;Used in Power Query;Power Query reference;;Reference;f_vendas;canal_v1;;;;;;;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Used in artifacts;Mês;731;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Text;17.3 kB;Used by unused (remove manually);1;;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Used in artifacts;Trimestre;733;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Text;17.3 kB;Used by unused (remove manually);1;;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Used in artifacts;Ano;729;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);1;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Used in artifacts;MonthNo;730;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);2;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Used in artifacts;QuarterNo;732;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);2;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Used in artifacts;Dia;734;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);1;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;Mês;731;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Text;17.3 kB;Used by unused (remove manually);1;;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;Trimestre;733;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Text;17.3 kB;Used by unused (remove manually);1;;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;MonthNo;730;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);2;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;Date;728;Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);DateTime;312.0 B;Used by unused (remove manually);4;General Date;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;Dia;734;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);1;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;QuarterNo;732;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);2;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Columns;Ano;729;Calculated Column;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);Integer;312.0 B;Used by unused (remove manually);1;0;False;
DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;720;Local Date Table;canal_v1 (localhost:56780);36.1 kB;Used by unused (remove manually);18;Import;Hierarchies;Hierarquia de datas;Hierarquia de datas;Hierarchy;DateTableTemplate_3fb10fd1-dba8-4a34-8753-28ae96f241df;canal_v1 (localhost:56780);;0 B;Unused (remove manually);0;;N/A;
produtosOutros;2863;Calculated Table;canal_v1 (localhost:56780);18.7 kB;Used;5;Import;Used in artifacts;Rank v2;2945;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;1;0;False;
produtosOutros;2863;Calculated Table;canal_v1 (localhost:56780);18.7 kB;Used;5;Import;Used in artifacts;Faturamento TopN2;3024;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
produtosOutros;2863;Calculated Table;canal_v1 (localhost:56780);18.7 kB;Used;5;Import;Columns;d_produtos.Nome_Produto;3725;Column;produtosOutros;canal_v1 (localhost:56780);Text;18.7 kB;Used;3;;False;
TopN;2947;Calculated Table;canal_v1 (localhost:56780);448.0 B;Used;6;Import;Used in artifacts;Valor TopN;3022;Measure;TopN;canal_v1 (localhost:56780);Integer;0 B;Used;2;;False;
TopN;2947;Calculated Table;canal_v1 (localhost:56780);448.0 B;Used;6;Import;Used in artifacts;Rank v2;2945;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;1;0;False;
TopN;2947;Calculated Table;canal_v1 (localhost:56780);448.0 B;Used;6;Import;Columns;TopN;2997;Column;TopN;canal_v1 (localhost:56780);Integer;448.0 B;Used;2;0;False;
TopN;2947;Calculated Table;canal_v1 (localhost:56780);448.0 B;Used;6;Import;Measures;Valor TopN;3022;Measure;TopN;canal_v1 (localhost:56780);Integer;0 B;Used;2;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;variacao_qtd_vendas_mom_%;4373;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;receita_total;2108;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;22;"""R$""\ #,0.00;-""R$""\ #,0.00;""R$""\ #,0.00";False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;dif_qtd_vendas_mom;4371;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;1;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_itens_vendidos;2111;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;8;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_itens_mes_anterior;4359;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used by unused;1;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;itens_por_venda;2125;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Unused;0;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_produtos_vendidos;2117;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;2;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;preco_medio_unitario;2122;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Unused;0;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;variacao_itens_mom_%;4361;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Unused;0;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;vendas%;3788;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_clientes_mes_anterior;4376;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;2;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;dif_qtd_clientes_mom;4378;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;1;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;receita_ano_anterior;4308;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;2;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;variacao_pedidos_mom_%;4366;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;Faturamento TopN2;3024;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_clientes;2115;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;4;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;ticket_medio;2119;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;variacao_receita_mom_%;4354;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;Rank v2;2945;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;1;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;dif_receita_mom;4351;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;receita_mes_anterior;4348;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;2;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;Calendario Vendas;4304;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_vendas;2113;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;7;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;qtd_vendas_mes_anterior;4364;Measure;_medidas;canal_v1 (localhost:56780);Integer;0 B;Used;3;0;False;
_medidas;2080;Table;canal_v1 (localhost:56780);0.0 B;Used 84.0% (21/25);65;Import;Measures;variacao_qtd_clientes_mom_%;4380;Measure;_medidas;canal_v1 (localhost:56780);Double;0 B;Used;1;;False;
_html_cards;4311;Table;canal_v1 (localhost:56780);0.0 B;Used;4;Import;Measures;qtd_clientes_card;4339;Measure;_html_cards;canal_v1 (localhost:56780);Text;0 B;Used;1;;False;
